zipcode,group
17778,Very-Cold/Cold
17779,N/A
17801,Very-Cold/Cold
17810,Very-Cold/Cold
17812,Very-Cold/Cold
17813,Very-Cold/Cold
17814,Very-Cold/Cold
17815,Very-Cold/Cold
17820,Very-Cold/Cold
17821,Very-Cold/Cold
17822,Very-Cold/Cold
17823,Very-Cold/Cold
17824,Very-Cold/Cold
17827,Very-Cold/Cold
17829,N/A
17830,Very-Cold/Cold
17831,N/A
17832,N/A
17833,N/A
17834,Very-Cold/Cold
17835,N/A
17836,Very-Cold/Cold
17837,Very-Cold/Cold
17839,N/A
17840,N/A
17841,Very-Cold/Cold
17842,Very-Cold/Cold
17843,Very-Cold/Cold
17844,Very-Cold/Cold
17845,Very-Cold/Cold
17846,Very-Cold/Cold
17847,Very-Cold/Cold
17850,N/A
17851,Very-Cold/Cold
17853,Very-Cold/Cold
17855,Very-Cold/Cold
17856,Very-Cold/Cold
17857,Very-Cold/Cold
17858,N/A
17859,Very-Cold/Cold
17860,Very-Cold/Cold
17861,N/A
17862,N/A
17864,Very-Cold/Cold
17865,N/A
17866,Very-Cold/Cold
17867,Very-Cold/Cold
17868,N/A
17870,Very-Cold/Cold
17872,Very-Cold/Cold
17876,Very-Cold/Cold
17877,N/A
17878,Very-Cold/Cold
17880,N/A
17881,Very-Cold/Cold
17882,N/A
17883,N/A
17884,N/A
17885,N/A
17886,Very-Cold/Cold
17887,N/A
17888,Very-Cold/Cold
17889,Very-Cold/Cold
17901,Very-Cold/Cold
17920,N/A
17921,Very-Cold/Cold
17922,Very-Cold/Cold
17923,N/A
17925,N/A
17929,Very-Cold/Cold
17930,N/A
17931,Very-Cold/Cold
17932,Very-Cold/Cold
17933,N/A
17934,Very-Cold/Cold
17935,Very-Cold/Cold
17936,N/A
17938,Very-Cold/Cold
17941,Very-Cold/Cold
17942,N/A
17943,N/A
17944,N/A
17945,N/A
17946,N/A
17948,Very-Cold/Cold
17949,N/A
17951,N/A
17952,N/A
17953,N/A
17954,Very-Cold/Cold
17957,Very-Cold/Cold
17959,Very-Cold/Cold
17960,Very-Cold/Cold
17961,Very-Cold/Cold
17963,Very-Cold/Cold
17964,Very-Cold/Cold
17965,Very-Cold/Cold
17966,N/A
17967,Very-Cold/Cold
17968,Very-Cold/Cold
17970,Very-Cold/Cold
17972,Very-Cold/Cold
17974,N/A
17976,Very-Cold/Cold
17978,Very-Cold/Cold
17979,N/A
17980,Very-Cold/Cold
17981,Very-Cold/Cold
17982,N/A
17983,Very-Cold/Cold
17985,Very-Cold/Cold
18001,N/A
18002,N/A
18003,Very-Cold/Cold
18010,N/A
18011,Very-Cold/Cold
18012,N/A
18013,Very-Cold/Cold
18014,Very-Cold/Cold
18015,Very-Cold/Cold
18016,Very-Cold/Cold
18017,Very-Cold/Cold
18018,Very-Cold/Cold
18020,Very-Cold/Cold
18025,Very-Cold/Cold
18030,N/A
18031,Very-Cold/Cold
18032,Very-Cold/Cold
18034,Very-Cold/Cold
18035,Very-Cold/Cold
18036,Very-Cold/Cold
18037,Very-Cold/Cold
18038,Very-Cold/Cold
18039,N/A
18040,Very-Cold/Cold
18041,Mixed-Humid
18042,Very-Cold/Cold
18043,N/A
18044,N/A
18045,Very-Cold/Cold
18046,N/A
18049,Very-Cold/Cold
18050,N/A
18051,Very-Cold/Cold
18052,Very-Cold/Cold
18053,Very-Cold/Cold
18054,Mixed-Humid
18055,Very-Cold/Cold
18056,Very-Cold/Cold
18058,Very-Cold/Cold
18059,Very-Cold/Cold
18060,N/A
18062,Very-Cold/Cold
18063,N/A
18064,Very-Cold/Cold
18065,N/A
18066,Very-Cold/Cold
18067,Very-Cold/Cold
18068,N/A
18069,Very-Cold/Cold
18070,Mixed-Humid
18071,Very-Cold/Cold
18072,Very-Cold/Cold
18073,Mixed-Humid
18074,Mixed-Humid
18076,Mixed-Humid
18077,Mixed-Humid
18078,Very-Cold/Cold
18079,N/A
18080,Very-Cold/Cold
18081,N/A
18083,N/A
18084,N/A
18085,N/A
18086,N/A
18087,Very-Cold/Cold
18088,Very-Cold/Cold
18091,Very-Cold/Cold
18092,Very-Cold/Cold
18098,Very-Cold/Cold
18099,Very-Cold/Cold
18101,Very-Cold/Cold
18102,Very-Cold/Cold
18103,Very-Cold/Cold
18104,Very-Cold/Cold
18105,N/A
18106,Very-Cold/Cold
18109,Very-Cold/Cold
18175,Very-Cold/Cold
18195,Very-Cold/Cold
18201,Very-Cold/Cold
18202,Very-Cold/Cold
18210,Very-Cold/Cold
18211,Very-Cold/Cold
18212,N/A
18214,Very-Cold/Cold
18216,Very-Cold/Cold
18218,Very-Cold/Cold
18219,N/A
18220,N/A
18221,N/A
18222,Very-Cold/Cold
18223,N/A
18224,Very-Cold/Cold
18225,N/A
18229,Very-Cold/Cold
18230,N/A
18231,N/A
18232,Very-Cold/Cold
18234,N/A
18235,Very-Cold/Cold
18237,Very-Cold/Cold
18239,N/A
18240,Very-Cold/Cold
18241,Very-Cold/Cold
18242,N/A
18244,N/A
18245,N/A
18246,N/A
18247,N/A
18248,N/A
18249,Very-Cold/Cold
18250,Very-Cold/Cold
18251,N/A
18252,Very-Cold/Cold
18254,N/A
18255,Very-Cold/Cold
18256,N/A
18301,Very-Cold/Cold
18302,Very-Cold/Cold
18320,N/A
18321,Very-Cold/Cold
18322,Very-Cold/Cold
18323,N/A
18324,Very-Cold/Cold
18325,Very-Cold/Cold
18326,Very-Cold/Cold
18327,N/A
18328,Very-Cold/Cold
18330,Very-Cold/Cold
18331,Very-Cold/Cold
18332,Very-Cold/Cold
18333,Very-Cold/Cold
18334,Very-Cold/Cold
18335,N/A
18336,Very-Cold/Cold
18337,Very-Cold/Cold
18340,N/A
18341,N/A
18342,N/A
18343,Very-Cold/Cold
18344,Very-Cold/Cold
18346,Very-Cold/Cold
18347,Very-Cold/Cold
18348,N/A
18349,N/A
18350,Very-Cold/Cold
18351,N/A
18352,Very-Cold/Cold
18353,Very-Cold/Cold
18354,Very-Cold/Cold
18355,Very-Cold/Cold
18356,N/A
18357,N/A
18360,Very-Cold/Cold
18370,Very-Cold/Cold
18371,Very-Cold/Cold
18372,Very-Cold/Cold
18373,N/A
18403,Very-Cold/Cold
18405,Very-Cold/Cold
18407,Very-Cold/Cold
18410,N/A
18411,Very-Cold/Cold
18413,N/A
18414,Very-Cold/Cold
18415,Very-Cold/Cold
18416,N/A
18417,Very-Cold/Cold
18419,Very-Cold/Cold
18420,N/A
18421,Very-Cold/Cold
18424,Very-Cold/Cold
18425,Very-Cold/Cold
18426,Very-Cold/Cold
18427,Very-Cold/Cold
18428,Very-Cold/Cold
18430,Very-Cold/Cold
18431,Very-Cold/Cold
18433,Very-Cold/Cold
18434,Very-Cold/Cold
18435,Very-Cold/Cold
18436,Very-Cold/Cold
18437,Very-Cold/Cold
18438,Very-Cold/Cold
18439,Very-Cold/Cold
18440,N/A
18441,Very-Cold/Cold
18443,Very-Cold/Cold
18444,Very-Cold/Cold
18445,Very-Cold/Cold
18446,Very-Cold/Cold
18447,Very-Cold/Cold
18448,Very-Cold/Cold
18449,N/A
18451,Very-Cold/Cold
18452,Very-Cold/Cold
18453,Very-Cold/Cold
18454,N/A
18455,Very-Cold/Cold
18456,Very-Cold/Cold
18457,N/A
18458,Very-Cold/Cold
18459,N/A
18460,Very-Cold/Cold
18461,Very-Cold/Cold
18462,Very-Cold/Cold
18463,Very-Cold/Cold
18464,Very-Cold/Cold
18465,Very-Cold/Cold
18466,Very-Cold/Cold
18469,Very-Cold/Cold
18470,Very-Cold/Cold
18471,N/A
18472,Very-Cold/Cold
18473,N/A
18501,N/A
18502,N/A
18503,Very-Cold/Cold
18504,Very-Cold/Cold
18505,Very-Cold/Cold
18507,Very-Cold/Cold
18508,Very-Cold/Cold
18509,Very-Cold/Cold
18510,Very-Cold/Cold
18512,Very-Cold/Cold
18514,Very-Cold/Cold
18515,Very-Cold/Cold
18517,Very-Cold/Cold
18518,Very-Cold/Cold
18519,Very-Cold/Cold
18522,Very-Cold/Cold
18540,Very-Cold/Cold
18577,Very-Cold/Cold
18601,N/A
18602,N/A
18603,Very-Cold/Cold
18610,Very-Cold/Cold
18611,N/A
18612,Very-Cold/Cold
18614,Very-Cold/Cold
18615,Very-Cold/Cold
18616,Very-Cold/Cold
18617,Very-Cold/Cold
18618,Very-Cold/Cold
18619,Very-Cold/Cold
18621,Very-Cold/Cold
18622,Very-Cold/Cold
18623,Very-Cold/Cold
18624,N/A
18625,N/A
18626,N/A
18627,N/A
18628,Very-Cold/Cold
18629,Very-Cold/Cold
18630,Very-Cold/Cold
18631,N/A
18632,Very-Cold/Cold
18634,Very-Cold/Cold
18635,Very-Cold/Cold
18636,Very-Cold/Cold
18640,Very-Cold/Cold
18641,Very-Cold/Cold
18642,Very-Cold/Cold
18643,Very-Cold/Cold
18644,Very-Cold/Cold
18651,Very-Cold/Cold
18653,N/A
18654,N/A
18655,Very-Cold/Cold
18656,Very-Cold/Cold
18657,Very-Cold/Cold
18660,Very-Cold/Cold
18661,Very-Cold/Cold
18690,Very-Cold/Cold
18701,Very-Cold/Cold
18702,Very-Cold/Cold
18703,N/A
18704,Very-Cold/Cold
18705,Very-Cold/Cold
18706,Very-Cold/Cold
18707,Very-Cold/Cold
18708,Very-Cold/Cold
18709,Very-Cold/Cold
18710,N/A
18711,Very-Cold/Cold
18762,Very-Cold/Cold
18764,Very-Cold/Cold
18765,Very-Cold/Cold
18766,Very-Cold/Cold
18767,Very-Cold/Cold
18769,Very-Cold/Cold
18773,N/A
18801,Very-Cold/Cold
18810,Very-Cold/Cold
18812,Very-Cold/Cold
18813,N/A
18814,N/A
18815,N/A
18816,N/A
18817,Very-Cold/Cold
18818,Very-Cold/Cold
18820,N/A
18821,Very-Cold/Cold
18822,Very-Cold/Cold
18823,Very-Cold/Cold
18824,Very-Cold/Cold
18825,Very-Cold/Cold
18826,Very-Cold/Cold
18827,N/A
18828,Very-Cold/Cold
18829,Very-Cold/Cold
18830,Very-Cold/Cold
18831,Very-Cold/Cold
18832,Very-Cold/Cold
18833,Very-Cold/Cold
18834,Very-Cold/Cold
18837,Very-Cold/Cold
18840,Very-Cold/Cold
18842,Very-Cold/Cold
18843,N/A
18844,Very-Cold/Cold
18845,Very-Cold/Cold
18846,Very-Cold/Cold
18847,Very-Cold/Cold
18848,Very-Cold/Cold
18850,Very-Cold/Cold
18851,Very-Cold/Cold
18853,Very-Cold/Cold
18854,Very-Cold/Cold
18901,Mixed-Humid
18902,Mixed-Humid
18910,N/A
18911,N/A
18912,N/A
18913,Mixed-Humid
18914,Mixed-Humid
18915,Mixed-Humid
18916,N/A
18917,Mixed-Humid
18918,N/A
18920,Mixed-Humid
18921,N/A
18922,N/A
18923,Mixed-Humid
18924,N/A
18925,Mixed-Humid
18926,N/A
18927,Mixed-Humid
18928,N/A
18929,Mixed-Humid
18930,Mixed-Humid
18931,N/A
18932,Mixed-Humid
18933,Mixed-Humid
18934,Mixed-Humid
18935,N/A
18936,Mixed-Humid
18938,Mixed-Humid
18940,Mixed-Humid
18942,Mixed-Humid
18943,N/A
18944,Mixed-Humid
18946,N/A
18947,Mixed-Humid
18949,N/A
18950,N/A
18951,Mixed-Humid
18953,N/A
18954,Mixed-Humid
18955,Mixed-Humid
18956,N/A
18957,N/A
18958,N/A
18960,Mixed-Humid
18962,N/A
18963,N/A
18964,Mixed-Humid
18966,Mixed-Humid
18968,N/A
18969,Mixed-Humid
18970,N/A
18971,N/A
18972,Mixed-Humid
18974,Mixed-Humid
18976,Mixed-Humid
18977,Mixed-Humid
18979,N/A
18980,N/A
18981,N/A
18991,Mixed-Humid
19001,Mixed-Humid
19002,Mixed-Humid
19003,Mixed-Humid
19004,Mixed-Humid
19006,Mixed-Humid
19007,Mixed-Humid
19008,Mixed-Humid
19009,N/A
19010,Mixed-Humid
19012,Mixed-Humid
19013,Mixed-Humid
19014,Mixed-Humid
19015,Mixed-Humid
19016,N/A
19017,N/A
19018,Mixed-Humid
19019,N/A
19020,Mixed-Humid
19021,Mixed-Humid
19022,Mixed-Humid
19023,Mixed-Humid
19025,Mixed-Humid
19026,Mixed-Humid
19027,Mixed-Humid
19028,N/A
19029,Mixed-Humid
19030,Mixed-Humid
19031,Mixed-Humid
19032,Mixed-Humid
19033,Mixed-Humid
19034,Mixed-Humid
19035,Mixed-Humid
19036,Mixed-Humid
19037,N/A
19038,Mixed-Humid
19039,N/A
19040,Mixed-Humid
19041,Mixed-Humid
19043,Mixed-Humid
19044,Mixed-Humid
19046,Mixed-Humid
19047,Mixed-Humid
19048,Mixed-Humid
19049,Mixed-Humid
19050,Mixed-Humid
19052,N/A
19053,Mixed-Humid
19054,Mixed-Humid
19055,Mixed-Humid
19056,Mixed-Humid
19057,Mixed-Humid
19058,N/A
19060,Mixed-Humid
19061,Mixed-Humid
19063,Mixed-Humid
19064,Mixed-Humid
19065,N/A
19066,Mixed-Humid
19067,Mixed-Humid
19070,Mixed-Humid
19072,Mixed-Humid
19073,Mixed-Humid
19074,Mixed-Humid
19075,Mixed-Humid
19076,Mixed-Humid
19078,Mixed-Humid
19079,Mixed-Humid
19080,Mixed-Humid
19081,Mixed-Humid
19082,Mixed-Humid
19083,Mixed-Humid
19085,Mixed-Humid
19086,Mixed-Humid
19087,Mixed-Humid
19088,Mixed-Humid
19089,Mixed-Humid
19090,Mixed-Humid
19091,Mixed-Humid
19092,Mixed-Humid
19093,Mixed-Humid
19094,Mixed-Humid
19095,Mixed-Humid
19096,Mixed-Humid
19098,Mixed-Humid
19099,Mixed-Humid
19101,N/A
19102,Mixed-Humid
19103,Mixed-Humid
19104,Mixed-Humid
19105,N/A
19106,Mixed-Humid
19107,Mixed-Humid
19108,N/A
19109,Mixed-Humid
19110,Mixed-Humid
19111,Mixed-Humid
19112,Mixed-Humid
19113,Mixed-Humid
19114,Mixed-Humid
19115,Mixed-Humid
19116,Mixed-Humid
19118,Mixed-Humid
19119,Mixed-Humid
19120,Mixed-Humid
19121,Mixed-Humid
19122,Mixed-Humid
19123,Mixed-Humid
19124,Mixed-Humid
19125,Mixed-Humid
19126,Mixed-Humid
19127,Mixed-Humid
19128,Mixed-Humid
19129,Mixed-Humid
19130,Mixed-Humid
19131,Mixed-Humid
19132,Mixed-Humid
19133,Mixed-Humid
19134,Mixed-Humid
19135,Mixed-Humid
19136,Mixed-Humid
19137,Mixed-Humid
19138,Mixed-Humid
19139,Mixed-Humid
19140,Mixed-Humid
19141,Mixed-Humid
19142,Mixed-Humid
19143,Mixed-Humid
19144,Mixed-Humid
19145,Mixed-Humid
19146,Mixed-Humid
19147,Mixed-Humid
19148,Mixed-Humid
19149,Mixed-Humid
19150,Mixed-Humid
19151,Mixed-Humid
19152,Mixed-Humid
19153,Mixed-Humid
19154,Mixed-Humid
19155,N/A
19160,N/A
19161,Mixed-Humid
19162,Mixed-Humid
19170,Mixed-Humid
19171,Mixed-Humid
19172,Mixed-Humid
19173,Mixed-Humid
19175,Mixed-Humid
19176,Mixed-Humid
19177,Mixed-Humid
19178,Mixed-Humid
19179,Mixed-Humid
19181,Mixed-Humid
19182,Mixed-Humid
19183,Mixed-Humid
19184,Mixed-Humid
19185,Mixed-Humid
19187,Mixed-Humid
19188,Mixed-Humid
19190,Mixed-Humid
19191,Mixed-Humid
19192,Mixed-Humid
19193,Mixed-Humid
19194,Mixed-Humid
19195,Mixed-Humid
19196,Mixed-Humid
19197,Mixed-Humid
19244,Mixed-Humid
19255,Mixed-Humid
19301,Mixed-Humid
19310,Mixed-Humid
19311,Mixed-Humid
19312,Mixed-Humid
19316,N/A
19317,Mixed-Humid
19318,N/A
19319,Mixed-Humid
19320,Mixed-Humid
19330,Mixed-Humid
19331,N/A
19333,Mixed-Humid
19335,Mixed-Humid
19339,Mixed-Humid
19340,Mixed-Humid
19341,Mixed-Humid
19342,Mixed-Humid
19343,Mixed-Humid
19344,Mixed-Humid
19345,N/A
19346,N/A
19347,N/A
19348,Mixed-Humid
19350,Mixed-Humid
19351,N/A
19352,Mixed-Humid
19353,N/A
19354,N/A
19355,Mixed-Humid
19357,N/A
19358,N/A
19360,N/A
19362,Mixed-Humid
19363,Mixed-Humid
19365,Mixed-Humid
19366,N/A
19367,N/A
19369,N/A
19371,N/A
19372,Mixed-Humid
19373,Mixed-Humid
19374,Mixed-Humid
19375,N/A
19376,N/A
19380,Mixed-Humid
19381,N/A
19382,Mixed-Humid
19383,Mixed-Humid
19388,Mixed-Humid
19390,Mixed-Humid
19395,N/A
19397,N/A
19398,N/A
19399,N/A
19401,Mixed-Humid
19403,Mixed-Humid
19404,N/A
19405,Mixed-Humid
19406,Mixed-Humid
19407,N/A
19408,N/A
19409,N/A
19415,Mixed-Humid
19420,N/A
19421,N/A
19422,Mixed-Humid
19423,N/A
19424,Mixed-Humid
19425,Mixed-Humid
19426,Mixed-Humid
19428,Mixed-Humid
19429,Mixed-Humid
19430,N/A
19432,N/A
19435,Mixed-Humid
19436,Mixed-Humid
19437,N/A
19438,Mixed-Humid
19440,Mixed-Humid
19441,Mixed-Humid
19442,N/A
19443,N/A
19444,Mixed-Humid
19446,Mixed-Humid
19450,N/A
19451,N/A
19453,Mixed-Humid
19454,Mixed-Humid
19455,Mixed-Humid
19456,N/A
19457,N/A
19460,Mixed-Humid
19462,Mixed-Humid
19464,Mixed-Humid
19465,Mixed-Humid
19468,Mixed-Humid
19470,N/A
19472,N/A
19473,Mixed-Humid
19474,N/A
19475,Mixed-Humid
19477,Mixed-Humid
19478,N/A
19480,N/A
19481,N/A
19482,N/A
19483,Mixed-Humid
19484,N/A
19485,N/A
19486,N/A
19487,Mixed-Humid
19488,Mixed-Humid
19489,Mixed-Humid
19490,N/A
19492,Mixed-Humid
19493,Mixed-Humid
19494,Mixed-Humid
19495,Mixed-Humid
19496,Mixed-Humid
19501,N/A
19503,Very-Cold/Cold
19504,Very-Cold/Cold
19505,Very-Cold/Cold
19506,Very-Cold/Cold
19507,Very-Cold/Cold
19508,Very-Cold/Cold
19510,Very-Cold/Cold
19511,N/A
19512,Very-Cold/Cold
19516,N/A
19518,Very-Cold/Cold
19519,N/A
19520,Mixed-Humid
19522,Very-Cold/Cold
19523,N/A
19525,Mixed-Humid
19526,Very-Cold/Cold
19529,Very-Cold/Cold
19530,Very-Cold/Cold
19533,Very-Cold/Cold
19534,Very-Cold/Cold
19535,N/A
19536,N/A
19538,N/A
19539,Very-Cold/Cold
19540,Very-Cold/Cold
19541,Very-Cold/Cold
19542,N/A
19543,Very-Cold/Cold
19544,N/A
19545,N/A
19547,Very-Cold/Cold
19548,N/A
19549,N/A
19550,N/A
19551,Very-Cold/Cold
19554,N/A
19555,Very-Cold/Cold
19559,N/A
19560,Very-Cold/Cold
19562,Very-Cold/Cold
19564,N/A
19565,Very-Cold/Cold
19567,Very-Cold/Cold
19601,Very-Cold/Cold
19602,Very-Cold/Cold
19603,N/A
19604,Very-Cold/Cold
19605,Very-Cold/Cold
19606,Very-Cold/Cold
19607,Very-Cold/Cold
19608,Very-Cold/Cold
19609,Very-Cold/Cold
19610,Very-Cold/Cold
19611,Very-Cold/Cold
19612,N/A
19640,Very-Cold/Cold
19701,Mixed-Humid
19702,Mixed-Humid
19703,Mixed-Humid
19706,N/A
19707,Mixed-Humid
19708,N/A
19709,Mixed-Humid
19710,N/A
19711,Mixed-Humid
19712,Mixed-Humid
19713,Mixed-Humid
19714,N/A
19715,N/A
19716,Mixed-Humid
19717,Mixed-Humid
19718,Mixed-Humid
19720,Mixed-Humid
19721,Mixed-Humid
19725,Mixed-Humid
19726,Mixed-Humid
19730,N/A
19731,N/A
19732,N/A
19733,N/A
19734,Mixed-Humid
19735,Mixed-Humid
19736,Mixed-Humid
19801,Mixed-Humid
19802,Mixed-Humid
19803,Mixed-Humid
19804,Mixed-Humid
19805,Mixed-Humid
19806,Mixed-Humid
19807,Mixed-Humid
19808,Mixed-Humid
19809,Mixed-Humid
19810,Mixed-Humid
19850,N/A
19880,N/A
19884,Mixed-Humid
19885,Mixed-Humid
19886,Mixed-Humid
19887,Mixed-Humid
19889,Mixed-Humid
19890,Mixed-Humid
19891,Mixed-Humid
19892,Mixed-Humid
19893,Mixed-Humid
19894,Mixed-Humid
19895,Mixed-Humid
19896,Mixed-Humid
19897,Mixed-Humid
19898,Mixed-Humid
19899,N/A
19901,Mixed-Humid
19902,Mixed-Humid
19903,N/A
19904,Mixed-Humid
19905,N/A
19906,Mixed-Humid
19930,Mixed-Humid
19931,Mixed-Humid
19933,Mixed-Humid
19934,Mixed-Humid
19936,N/A
19938,Mixed-Humid
19939,Mixed-Humid
19940,Mixed-Humid
19941,Mixed-Humid
19943,Mixed-Humid
19944,Mixed-Humid
19945,Mixed-Humid
19946,Mixed-Humid
19947,Mixed-Humid
19950,Mixed-Humid
19951,Mixed-Humid
19952,Mixed-Humid
19953,Mixed-Humid
19954,Mixed-Humid
19955,N/A
19956,Mixed-Humid
19958,Mixed-Humid
19960,Mixed-Humid
19961,N/A
19962,Mixed-Humid
19963,Mixed-Humid
19964,Mixed-Humid
19966,Mixed-Humid
19967,Mixed-Humid
19968,Mixed-Humid
19969,N/A
19970,Mixed-Humid
19971,Mixed-Humid
19973,Mixed-Humid
19975,Mixed-Humid
19977,Mixed-Humid
19979,Mixed-Humid
19980,N/A
20001,Mixed-Humid
20002,Mixed-Humid
20003,Mixed-Humid
20004,Mixed-Humid
20005,Mixed-Humid
20006,Mixed-Humid
20007,Mixed-Humid
20008,Mixed-Humid
20009,Mixed-Humid
20010,Mixed-Humid
20011,Mixed-Humid
20012,Mixed-Humid
20013,N/A
20015,Mixed-Humid
20016,Mixed-Humid
20017,Mixed-Humid
20018,Mixed-Humid
20019,Mixed-Humid
20020,Mixed-Humid
20022,N/A
20023,N/A
20024,Mixed-Humid
20026,Mixed-Humid
20027,N/A
20029,N/A
20030,N/A
20032,Mixed-Humid
20033,N/A
20035,N/A
20036,Mixed-Humid
20037,Mixed-Humid
20038,N/A
20039,N/A
20040,N/A
20041,N/A
20042,Mixed-Humid
20043,N/A
20044,N/A
20045,Mixed-Humid
20046,Mixed-Humid
20047,Mixed-Humid
20049,Mixed-Humid
20050,N/A
20051,Mixed-Humid
20052,Mixed-Humid
20053,Mixed-Humid
20055,Mixed-Humid
20056,N/A
20057,Mixed-Humid
20058,Mixed-Humid
20059,Mixed-Humid
20060,Mixed-Humid
20061,Mixed-Humid
20062,Mixed-Humid
20063,Mixed-Humid
20064,Mixed-Humid
20065,Mixed-Humid
20066,Mixed-Humid
20067,Mixed-Humid
20068,Mixed-Humid
20069,Mixed-Humid
20070,Mixed-Humid
20071,Mixed-Humid
20073,Mixed-Humid
20074,Mixed-Humid
20075,Mixed-Humid
20076,Mixed-Humid
20077,Mixed-Humid
20078,Mixed-Humid
20080,Mixed-Humid
20081,Mixed-Humid
20082,Mixed-Humid
20088,N/A
20090,N/A
20091,N/A
20097,Mixed-Humid
20098,Mixed-Humid
20101,Mixed-Humid
20102,Mixed-Humid
20103,Mixed-Humid
20104,Mixed-Humid
20105,Mixed-Humid
20106,Mixed-Humid
20107,Mixed-Humid
20108,N/A
20109,Mixed-Humid
20110,Mixed-Humid
20111,Mixed-Humid
20112,Mixed-Humid
20113,N/A
20115,Mixed-Humid
20116,N/A
20117,Mixed-Humid
20118,N/A
20119,Mixed-Humid
20120,Mixed-Humid
20121,Mixed-Humid
20122,N/A
20124,Mixed-Humid
20128,N/A
20129,Mixed-Humid
20130,Mixed-Humid
20131,N/A
20132,Mixed-Humid
20134,N/A
20135,Mixed-Humid
20136,Mixed-Humid
20137,Mixed-Humid
20138,N/A
20139,N/A
20140,N/A
20141,Mixed-Humid
20142,N/A
20143,Mixed-Humid
20144,Mixed-Humid
20146,N/A
20147,Mixed-Humid
20148,Mixed-Humid
20149,Mixed-Humid
20151,Mixed-Humid
20152,Mixed-Humid
20153,N/A
20155,Mixed-Humid
20156,N/A
20158,Mixed-Humid
20159,N/A
20160,N/A
20163,N/A
20164,Mixed-Humid
20165,Mixed-Humid
20166,Mixed-Humid
20167,N/A
20168,N/A
20169,Mixed-Humid
20170,Mixed-Humid
20171,Mixed-Humid
20172,N/A
20175,Mixed-Humid
20176,Mixed-Humid
20177,N/A
20178,N/A
20180,Mixed-Humid
20181,Mixed-Humid
20182,N/A
20184,Mixed-Humid
20185,N/A
20186,Mixed-Humid
20187,Mixed-Humid
20188,N/A
20189,Mixed-Humid
20190,Mixed-Humid
20191,Mixed-Humid
20192,Mixed-Humid
20193,Mixed-Humid
20194,Mixed-Humid
20195,N/A
20196,Mixed-Humid
20197,Mixed-Humid
20198,Mixed-Humid
20199,Mixed-Humid
20201,Mixed-Humid
20202,Mixed-Humid
20203,Mixed-Humid
20204,Mixed-Humid
20206,Mixed-Humid
20207,Mixed-Humid
20208,Mixed-Humid
20210,Mixed-Humid
20211,Mixed-Humid
20212,Mixed-Humid
20213,Mixed-Humid
20214,Mixed-Humid
20215,Mixed-Humid
20216,Mixed-Humid
20217,Mixed-Humid
20218,Mixed-Humid
20219,Mixed-Humid
20220,Mixed-Humid
20221,Mixed-Humid
20222,Mixed-Humid
20223,Mixed-Humid
20224,Mixed-Humid
20226,Mixed-Humid
20227,Mixed-Humid
20228,Mixed-Humid
20229,Mixed-Humid
20230,Mixed-Humid
20232,Mixed-Humid
20233,Mixed-Humid
20235,Mixed-Humid
20237,Mixed-Humid
20238,Mixed-Humid
20239,Mixed-Humid
20240,Mixed-Humid
20241,Mixed-Humid
20242,Mixed-Humid
20244,Mixed-Humid
20245,Mixed-Humid
20250,Mixed-Humid
20251,Mixed-Humid
20254,Mixed-Humid
20260,Mixed-Humid
20261,Mixed-Humid
20262,Mixed-Humid
20265,Mixed-Humid
20266,Mixed-Humid
20268,Mixed-Humid
20270,Mixed-Humid
20277,Mixed-Humid
20289,Mixed-Humid
20299,Mixed-Humid
20301,Mixed-Humid
20303,Mixed-Humid
20306,Mixed-Humid
20307,Mixed-Humid
20310,Mixed-Humid
20314,Mixed-Humid
20317,Mixed-Humid
20318,Mixed-Humid
20319,Mixed-Humid
20330,Mixed-Humid
20340,Mixed-Humid
20350,Mixed-Humid
20355,Mixed-Humid
20370,Mixed-Humid
20372,Mixed-Humid
20373,Mixed-Humid
20374,Mixed-Humid
20375,Mixed-Humid
20376,Mixed-Humid
20380,Mixed-Humid
20388,Mixed-Humid
20389,Mixed-Humid
20390,Mixed-Humid
20391,Mixed-Humid
20392,Mixed-Humid
20393,Mixed-Humid
20394,Mixed-Humid
20395,Mixed-Humid
20398,Mixed-Humid
20401,Mixed-Humid
20402,Mixed-Humid
20403,Mixed-Humid
20404,Mixed-Humid
20405,Mixed-Humid
20406,Mixed-Humid
20407,Mixed-Humid
20408,Mixed-Humid
20409,Mixed-Humid
20410,Mixed-Humid
20411,Mixed-Humid
20412,Mixed-Humid
20413,Mixed-Humid
20414,Mixed-Humid
20415,Mixed-Humid
20416,Mixed-Humid
20417,Mixed-Humid
20418,Mixed-Humid
20419,Mixed-Humid
20420,Mixed-Humid
20421,Mixed-Humid
20422,Mixed-Humid
20423,Mixed-Humid
20424,Mixed-Humid
20425,Mixed-Humid
20426,Mixed-Humid
20427,Mixed-Humid
20428,Mixed-Humid
20429,Mixed-Humid
20431,Mixed-Humid
20433,Mixed-Humid
20434,Mixed-Humid
20435,Mixed-Humid
20436,Mixed-Humid
20437,Mixed-Humid
20439,Mixed-Humid
20440,Mixed-Humid
20441,Mixed-Humid
20442,Mixed-Humid
20444,Mixed-Humid
20447,Mixed-Humid
20451,Mixed-Humid
20453,Mixed-Humid
20456,Mixed-Humid
20460,Mixed-Humid
20463,Mixed-Humid
20468,Mixed-Humid
20469,Mixed-Humid
20470,Mixed-Humid
20472,Mixed-Humid
20500,Mixed-Humid
